STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
GLW00016504,1983/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"1,E",4,",E",0,",E",0,",E",,,,,0,",E",19,",E",4,"1,E",0,"1,E",0,"1,E",,,,,-13,",E,15,",,,,,1.8,",,E,07,",17.5,"1,E,27,",,,475.3,"1,E",4.2,",,,E",,,2.53,"1,E",7.1,"1,,,E",-2.05,",,,E",,,,
GLW00016504,1983/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",E",8,",E",2,",E",0,",E",,,,,0,",E",2,",E",0,",E",0,",E",0,",E",,,,,-0.9,",E,01,",,,,,13,",,E,30,",19.8,",E,29,",,,310.5,",E",23.7,",,,E",,,7.98,",E",12.84,",,,E",3.13,",,,E",,,,
GLW00016504,1983/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"1,E",10,",E",4,",E",0,",E",,,,,0,"1,E",0,"1,E",0,",E",0,",E",0,",E",,,,,1.6,"1,E,19,",,,,,24.4,",,E,25,",18.4,",E,31,",283.3,E,283.3,",E",59.7,",,,E",,,8.92,"1,E",13.6,",,,E",4.24,"1,,,E",,,,
GLW00016504,1983/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"1,E",13,",E",10,",E",0,",E",,,,,0,",E",9,",E",0,"1,E",0,"1,E",0,"1,E",,,,,-2.3,",E,26,",,,,,24.4,",,E,29,",18.3,"1,E,01,",635.9,E,352.6,"1,E",119.6,",,,E",,,6.54,"1,E",10.99,"1,,,E",2.09,",,,E",,,,
GLW00016504,1983/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"1,E",3,",E",1,",E",0,",E",,,,,0,"1,E",19,"1,E",0,",E",0,",E",0,",E",,,,,-6.6,"1,E,05,+",,,,,5,",,E,24,",13,",E,08,",1093.2,E,457.3,",E",6.7,",,,E",,,2.59,"1,E",6.34,",,,E",-1.17,"1,,,E",,,,
GLW00016504,1983/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",E",11,",E",4,",E",0,",E",,,,,7,",E",31,",E",20,",E",0,",E",0,",E",,,,,-22.7,",E,26,",,,,,5.8,",,E,29,",3.6,",E,01,",1882.4,E,789.2,",E",24.8,",,,E",,,-7.13,",E",-2.86,",,,E",-11.39,",,,E",,,,
GLW00016504,1983/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",E",14,",E",10,",E",0,",E",,,,,15,",E",28,",E",23,",E",0,",E",0,",E",,,,,-32.3,",E,03,",,,,,6.5,",,E,16,",8.9,",E,14,",2832,E,949.6,",E",46.9,",,,E",,,-13.32,",E",-8.77,",,,E",-17.87,",,,E",,,,
GLW00016504,1983/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",E",8,",E",1,",E",0,",E",,,,,21,",E",31,",E",29,",E",0,",E",0,",E",,,,,-33.9,",E,04,",,,,,3.7,",,E,01,",3.2,",E,09,",3866.1,E,1034.1,",E",10,",,,E",,,-15.03,",E",-9.76,",,,E",-20.29,",,,E",,,,
GLW00016504,1984/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",4,",E",1,",E",0,",E",,,,,31,",E",31,",E",31,",E",0,",E",0,",E",,,,,-43.3,",E,13,",,,,,4,",,E,31,",-6.6,",E,07,",5339.4,E,1473.3,",E",7.2,",,,E",,,-29.19,",E",-24.67,",,,E",-33.72,",,,E",,,,
GLW00016504,1984/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"3,E",2,",E",0,",E",0,",E",,,,,27,"2,E",27,"2,E",27,"2,E",0,"2,E",0,"2,E",,,,,-46.4,"2,E,10,",,,,,0.8,",,E,04,",-23.2,"2,E,01,",6770.8,E,1431.4,"2,E",1.4,",,,E",,,-36.66,"3,E",-31.9,"2,,,E",-41.41,"2,,,E",,,,
GLW00016504,1984/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",3,",E",0,",E",0,",E",,,,,23,",E",31,",E",29,",E",0,",E",0,",E",,,,,-41,",E,01,",,,,,2.4,",,E,29,",2.9,",E,14,",7896.8,E,1126,",E",3.9,",,,E",,,-17.99,",E",-12.16,",,,E",-23.82,",,,E",,,,
GLW00016504,1984/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"3,E",7,",E",0,",E",0,",E",,,,,20,"2,E",28,"2,E",27,"1,E",0,"1,E",0,"1,E",,,,,-31.9,"2,E,01,",,,,,1.7,",,E,21,",3.4,"1,E,15,",8783.3,E,886.5,"1,E",5.5,",,,E",,,-14.32,"3,E",-8.21,"1,,,E",-20.42,"2,,,E",,,,
GLW00016504,1984/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",7,",E",2,",E",0,",E",,,,,3,",E",28,",E",5,",E",0,",E",0,",E",,,,,-19,",E,05,+",,,,,13,",,E,01,",12.5,",E,26,",9399.9,E,616.6,",E",22.8,",,,E",,,-1.56,",E",3.38,",,,E",-6.5,",,,E",,,,
GLW00016504,1984/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",6,",E",3,",E",0,",E",,,,,0,",E",3,",E",0,",E",0,",E",0,",E",,,,,-3.7,",E,02,",,,,,4,",,E,12,",20.9,",E,28,",9686.8,E,286.9,",E",13.3,",,,E",,,8.77,",E",14.41,",,,E",3.13,",,,E",,,,
GLW00016504,1984/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",5,",E",3,",E",0,",E",,,,,0,"1,E",0,"1,E",0,"2,E",2,"2,E",0,"2,E",,,,,2.6,"1,E,31,+",,,,,7,",,E,10,",21.7,"2,E,26,",194.4,E,194.4,"2,E",14.7,",,,E",,,11.61,"2,E",17.73,"2,,,E",5.5,"1,,,E",,,,
GLW00016504,1984/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",10,",E",5,",E",0,",E",,,,,0,",E",2,",E",0,",E",0,",E",0,",E",,,,,-1.2,",E,31,",,,,,17,",,E,14,",18.4,",E,05,",497.1,E,302.7,",E",49.8,",,,E",,,8.57,",E",12.99,",,,E",4.14,",,,E",,,,
GLW00016504,1984/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"4,E",6,",E",4,",E",0,",E",,,,,0,"2,E",18,"2,E",0,"3,E",0,"3,E",0,"3,E",,,,,-10.9,"2,E,20,",,,,,8,",,E,10,",16.8,"3,E,02,",907.2,E,410.1,"3,E",22.1,",,,E",,,2.69,"4,E",7.52,"3,,,E",-2.15,"2,,,E",,,,
GLW00016504,1984/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"3,E",7,",E",2,",E",0,",E",,,,,4,"2,E",29,"2,E",21,"1,E",0,"1,E",0,"1,E",,,,,-23.9,"2,E,20,",,,,,4.8,",,E,17,",5.7,"1,E,01,",1636.3,E,729.1,"1,E",13.2,",,,E",,,-7.43,"3,E",-3.33,"1,,,E",-11.52,"2,,,E",,,,
GLW00016504,1984/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",8,",E",2,",E",0,",E",,,,,12,",E",29,",E",25,",E",0,",E",0,",E",,,,,-29.8,",E,25,",,,,,5.3,",,E,28,",6.1,",E,04,",2524.8,E,888.5,",E",15,",,,E",,,-11.28,",E",-7.1,",,,E",-15.47,",,,E",,,,
GLW00016504,1984/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",5,",E",0,",E",0,",E",,,,,25,",E",31,",E",25,"1,E",0,"1,E",0,"1,E",,,,,-35.1,",E,24,",,,,,1.9,",,E,04,",2.5,"1,E,08,",3631.5,E,1106.7,"1,E",4.7,",,,E",,,-18.5,"1,E",-13.4,"1,,,E",-23.61,",,,E",,,,
GLW00016504,1985/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",3,",E",1,",E",0,",E",,,,,10,",E",31,",E",19,"1,E",0,"1,E",0,"1,E",,,,,-28.2,",E,04,",,,,,3.6,",,E,01,",11,"1,E,06,",4444.4,E,812.9,"1,E",4.7,",,,E",,,-8.7,"1,E",-3.12,"1,,,E",-14.28,",,,E",,,,
GLW00016504,1985/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",1,",E",0,",E",0,",E",,,,,22,"2,E",26,"2,E",25,"1,E",0,"1,E",0,"1,E",,,,,-33.7,"2,E,22,",,,,,0.4,",,E,27,",5.9,"1,E,07,",5459.3,E,1014.9,"1,E",0.7,",,,E",,,-20.6,"2,E",-15.71,"1,,,E",-25.48,"2,,,E",,,,
GLW00016504,1985/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",6,",E",0,",E",0,",E",,,,,19,",E",31,",E",26,"1,E",0,"1,E",0,"1,E",,,,,-31.2,",E,08,",,,,,1.2,",,E,01,",4.9,"1,E,17,",6404.2,E,944.9,"1,E",4.3,",,,E",,,-13.24,"1,E",-7.7,"1,,,E",-18.78,",,,E",,,,
GLW00016504,1985/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",3,",E",1,",E",0,",E",,,,,1,",E",28,",E",16,"1,E",0,"1,E",0,"1,E",,,,,-17.9,",E,08,",,,,,7,",,E,26,",9.6,"1,E,28,",7058.9,E,654.7,"1,E",9.7,",,,E",,,-4.16,"1,E",0.9,"1,,,E",-9.22,",,,E",,,,
GLW00016504,1985/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",2,",E",0,",E",0,",E",,,,,0,"1,E",9,"1,E",0,"1,E",0,"1,E",0,"1,E",,,,,-8.8,"1,E,01,",,,,,1.2,",,E,21,+",19.2,"1,E,22,",7393,E,334.1,"1,E",2.8,",,,E",,,7.2,"1,E",12.74,"1,,,E",1.65,"1,,,E",,,,
GLW00016504,1985/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",9,",E",4,",E",0,",E",,,,,0,",E",0,",E",0,",E",3,",E",0,",E",,,,,0.7,",E,02,",,,,,24,",,E,27,",21.8,",E,15,",7625.9,E,232.9,",E",44.1,",,,E",,,10.57,",E",16.37,",,,E",4.77,",,,E",,,,
GLW00016504,1985/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",5,",E",4,",E",0,",E",,,,,0,",E",0,",E",0,"2,E",0,"2,E",0,"2,E",,,,,2.5,",E,28,",,,,,4.6,",,E,18,",19.9,"2,E,24,",203.1,E,203.1,"2,E",17.1,",,,E",,,11.29,"2,E",17.42,"2,,,E",5.16,",,,E",,,,
GLW00016504,1985/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",5,",E",3,",E",0,",E",,,,,0,",E",5,",E",0,"1,E",0,"1,E",0,"1,E",,,,,-0.8,",E,21,",,,,,11,",,E,13,",20.2,"1,E,09,",467.9,E,264.8,"1,E",21.6,",,,E",,,9.54,"1,E",15.99,"1,,,E",3.09,",,,E",,,,
GLW00016504,1985/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",5,",E",2,",E",0,",E",,,,,0,"1,E",20,"1,E",0,",E",0,",E",0,",E",,,,,-6.5,"1,E,18,",,,,,4,",,E,16,+",13.6,",E,10,",870.2,E,402.3,",E",11,",,,E",,,4.44,"1,E",9.68,",,,E",-0.81,"1,,,E",,,,
GLW00016504,1985/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"4,E",4,",E",0,",E",0,",E",,,,,5,"3,E",27,"3,E",21,"4,E",0,"4,E",0,"4,E",,,,,-21.4,"3,E,24,",,,,,0.9,",,E,19,",9.9,"4,E,27,",1587.3,E,717.1,"4,E",2.4,",,,E",,,-8,"4,E",-3.1,"4,,,E",-12.9,"3,,,E",,,,
GLW00016504,1985/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"3,E",5,",E",1,",E",0,",E",,,,,11,"2,E",25,"2,E",16,"3,E",0,"3,E",0,"3,E",,,,,-26.8,"2,E,21,",,,,,22,",,E,05,",12.9,"3,E,10,",2308.9,E,721.6,"3,E",27.1,",,,E",,,-8.36,"3,E",-3.88,"3,,,E",-12.83,"2,,,E",,,,
GLW00016504,1985/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"5,E",0,"1,E",0,"1,E",0,"1,E",,,,,16,"4,E",27,"4,E",19,"5,E",0,"5,E",0,"5,E",,,,,-25.8,"4,E,25,",,,,,0,"1,,E,31,+",4,"5,E,27,",3084.9,E,776,"5,E",0,"1,,,E",,,-11.59,"5,E",-6.71,"5,,,E",-16.48,"4,,,E",,,,
GLW00016504,1986/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",7,",E",1,",E",0,",E",,,,,13,",E",30,",E",24,",E",0,",E",0,",E",,,,,-32.9,",E,28,",,,,,9,",,E,16,",6.1,",E,08,",4037.5,E,952.6,",E",14.7,",,,E",,,-12.4,",E",-7.1,",,,E",-17.69,",,,E",,,,
GLW00016504,1986/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",0,",E",0,",E",0,",E",,,,,5,",E",26,",E",14,"1,E",0,"1,E",0,"1,E",,,,,-25.8,",E,04,",,,,,0.2,",,E,12,",8,"1,E,06,",4701.1,E,663.6,"1,E",0.4,",,,E",,,-6.2,"1,E",-0.73,"1,,,E",-11.66,",,,E",,,,
GLW00016504,1986/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",8,",E",0,",E",0,",E",,,,,20,"1,E",30,"1,E",29,",E",0,",E",0,",E",,,,,-33.8,"1,E,16,",,,,,2.2,",,E,10,",6.4,",E,02,+",5741.8,E,1040.7,",E",8,",,,E",,,-16.09,"1,E",-9.9,",,,E",-22.27,"1,,,E",,,,
GLW00016504,1986/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",12,",E",4,",E",0,",E",,,,,8,",E",30,",E",18,"1,E",0,"1,E",0,"1,E",,,,,-27.4,",E,07,",,,,,10,",,E,13,",8.3,"1,E,30,",6477.9,E,736.1,"1,E",28.4,",,,E",,,-7.02,"1,E",-1.52,"1,,,E",-12.52,",,,E",,,,
GLW00016504,1986/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",5,",E",2,",E",0,",E",,,,,0,"1,E",24,"1,E",0,"1,E",0,"1,E",0,"1,E",,,,,-7.2,"1,E,01,",,,,,4.7,",,E,20,",14.6,"1,E,04,",6938.9,E,461,"1,E",11.5,",,,E",,,2.52,"2,E",7.2,"1,,,E",-2.16,"1,,,E",,,,
GLW00016504,1986/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",4,",E",1,",E",0,",E",,,,,0,",E",5,",E",0,",E",0,",E",0,",E",,,,,-4.7,",E,01,",,,,,10.6,",,E,27,",18.5,",E,19,",7237.9,E,299,",E",13.1,",,,E",,,8.37,",E",14.06,",,,E",2.67,",,,E",,,,
GLW00016504,1986/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",9,",E",7,",E",0,",E",,,,,0,"2,E",0,"2,E",0,",E",1,",E",0,",E",,,,,2.5,"2,E,28,",,,,,24.2,",,E,30,",21.8,",E,03,",210.4,E,210.4,",E",63,",,,E",,,11.09,"2,E",17.3,",,,E",4.89,"2,,,E",,,,
GLW00016504,1986/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",9,",E",7,",E",0,",E",,,,,0,",E",3,",E",0,"2,E",0,"2,E",0,"2,E",,,,,-1.2,",E,25,",,,,,19.2,",,E,12,",18.3,"2,E,15,",469.9,E,259.5,"2,E",75.5,",,,E",,,9.31,"2,E",14.37,"2,,,E",4.26,",,,E",,,,
GLW00016504,1986/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"4,E",11,",E",7,",E",1,",E",,,,,0,",E",12,",E",1,"4,E",0,"4,E",0,"4,E",,,,,-4.9,",E,30,",,,,,46,",,E,06,",17.3,"4,E,08,",778.2,E,308.3,"4,E",82.3,",,,E",,,6.27,"4,E",10.53,"4,,,E",2,",,,E",,,,
GLW00016504,1986/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",9,",E",1,",E",0,",E",,,,,2,",E",30,",E",22,"1,E",0,"1,E",0,"1,E",,,,,-21.2,",E,30,",,,,,11,",,E,09,",6.7,"1,E,07,",1555.7,E,777.5,"1,E",20,",,,E",,,-7.57,"1,E",-4.08,"1,,,E",-11.06,",,,E",,,,
GLW00016504,1986/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",7,",E",0,",E",0,",E",,,,,22,",E",30,",E",30,",E",0,",E",0,",E",,,,,-33.4,",E,30,",,,,,2.4,",,E,17,",-1.5,",E,03,",2668.9,E,1113.2,",E",7.5,",,,E",,,-18.77,",E",-15.09,",,,E",-22.46,",,,E",,,,
GLW00016504,1986/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",5,",E",0,",E",0,",E",,,,,26,",E",31,",E",28,"1,E",0,"1,E",0,"1,E",,,,,-34.7,",E,06,",,,,,1.8,",,E,14,",1.2,"1,E,21,",3860.5,E,1191.6,"1,E",6.5,",,,E",,,-21.36,"1,E",-16.74,"1,,,E",-25.97,",,,E",,,,
GLW00016504,1987/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",5,",E",1,",E",0,",E",,,,,21,",E",31,",E",24,",E",0,",E",0,",E",,,,,-39.1,",E,10,",,,,,8.6,",,E,07,",8.7,",E,25,",4932.2,E,1071.7,",E",12.4,",,,E",,,-16.24,",E",-10.02,",,,E",-22.45,",,,E",,,,
GLW00016504,1987/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"3,E",1,",E",0,",E",0,",E",,,,,24,"1,E",27,"1,E",25,"3,E",0,"3,E",0,"3,E",,,,,-40.4,"1,E,27,",,,,,0.9,",,E,19,",-3.9,"3,E,10,",5984.4,E,1052.2,"3,E",0.9,",,,E",,,-23.75,"3,E",-19.09,"3,,,E",-28.41,"1,,,E",,,,
GLW00016504,1987/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",6,",E",0,",E",0,",E",,,,,23,"1,E",30,"1,E",23,"2,E",0,"2,E",0,"2,E",,,,,-32.8,"1,E,05,",,,,,1.9,",,E,17,",7.6,"2,E,10,",6991.1,E,1006.7,"2,E",6.6,",,,E",,,-16.51,"2,E",-10.67,"2,,,E",-22.35,"1,,,E",,,,
GLW00016504,1987/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",5,",E",0,",E",0,",E",,,,,6,",E",29,",E",26,",E",0,",E",0,",E",,,,,-25.3,",E,01,",,,,,1.1,",,E,16,",11.8,",E,04,",7799.2,E,808.1,",E",5.6,",,,E",,,-8.61,",E",-3.93,",,,E",-13.28,",,,E",,,,
GLW00016504,1987/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",9,",E",0,",E",0,",E",,,,,1,"2,E",21,"2,E",1,",E",0,",E",0,",E",,,,,-18.2,"2,E,01,",,,,,2.4,",,E,02,",16.6,",E,22,",8236,E,436.8,",E",9.2,",,,E",,,3.33,"2,E",8.25,",,,E",-1.59,"2,,,E",,,,
GLW00016504,1987/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"3,E",5,",E",3,",E",0,",E",,,,,0,",E",1,",E",0,"3,E",0,"3,E",0,"3,E",,,,,-1,",E,03,",,,,,9.4,",,E,03,",20.9,"3,E,24,",8444.7,E,208.7,"3,E",23.9,",,,E",,,10.62,"3,E",15.89,"3,,,E",5.35,",,,E",,,,
GLW00016504,1987/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",7,",E",4,",E",0,",E",,,,,0,",E",0,",E",0,"1,E",0,"1,E",0,"1,E",,,,,2.3,",E,14,",,,,,9.4,",,E,31,",18.9,"1,E,29,",225.2,E,225.2,"1,E",25.7,",,,E",,,10.82,"1,E",16.89,"1,,,E",4.76,",,,E",,,,
GLW00016504,1987/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",3,",E",2,",E",0,",E",,,,,0,"1,E",0,"1,E",0,",E",2,",E",0,",E",,,,,1,"1,E,31,+",,,,,8.4,",,E,11,",21.8,",E,09,",455.9,E,230.7,",E",15.2,",,,E",,,10.69,"1,E",16.7,",,,E",4.67,"1,,,E",,,,
GLW00016504,1987/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",8,",E",3,",E",0,",E",,,,,0,"1,E",9,"1,E",0,",E",0,",E",0,",E",,,,,-4.1,"1,E,12,",,,,,19,",,E,14,",14.7,",E,26,",843.6,E,387.7,",E",29.4,",,,E",,,5.04,"1,E",9.16,",,,E",0.92,"1,,,E",,,,
GLW00016504,1987/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"3,E",10,",E",5,",E",0,",E",,,,,3,",E",30,",E",19,"3,E",0,"3,E",0,"3,E",,,,,-21.5,",E,27,",,,,,7.1,",,E,31,",5.6,"3,E,10,",1505.7,E,662.1,"3,E",33.5,",,,E",,,-5.41,"3,E",-1.73,"3,,,E",-9.1,",,,E",,,,
GLW00016504,1987/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",5,",E",2,",E",0,",E",,,,,9,",E",30,",E",22,"1,E",0,"1,E",0,"1,E",,,,,-28,",E,06,",,,,,7.1,",,E,01,",13.6,"1,E,23,",2295.7,E,790,"1,E",15.3,",,,E",,,-9.02,"1,E",-4.14,"1,,,E",-13.9,",,,E",,,,
GLW00016504,1987/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",9,",E",2,",E",0,",E",,,,,28,",E",31,",E",30,"1,E",0,"1,E",0,"1,E",,,,,-35.8,",E,23,",,,,,3.3,",,E,07,",-2,"1,E,06,",3486.3,E,1190.6,"1,E",14.1,",,,E",,,-21.37,"1,E",-17.44,"1,,,E",-25.31,",,,E",,,,
GLW00016504,1988/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",6,",E",0,",E",0,",E",,,,,27,",E",31,",E",30,",E",0,",E",0,",E",,,,,-32.6,",E,21,",,,,,0.8,",,E,24,",5.2,",E,16,",4670.4,E,1184.1,",E",3.4,",,,E",,,-19.86,",E",-14.78,",,,E",-24.95,",,,E",,,,
GLW00016504,1988/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",5,",E",1,",E",0,",E",,,,,16,",E",29,",E",21,",E",0,",E",0,",E",,,,,-32.7,",E,13,",,,,,10,",,E,29,",10.4,",E,29,",5564.3,E,893.9,",E",13.7,",,,E",,,-12.49,",E",-6.73,",,,E",-18.26,",,,E",,,,
GLW00016504,1988/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",7,",E",0,",E",0,",E",,,,,19,",E",30,",E",26,",E",0,",E",0,",E",,,,,-29,",E,27,+",,,,,2.2,",,E,05,",9.9,",E,04,",6567,E,1002.7,",E",9.3,",,,E",,,-14.01,",E",-8.76,",,,E",-19.26,",,,E",,,,
GLW00016504,1988/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",3,",E",0,",E",0,",E",,,,,9,"1,E",28,"1,E",15,"1,E",0,"1,E",0,"1,E",,,,,-28.3,"1,E,11,",,,,,2.3,",,E,08,",10.6,"1,E,25,",7283.8,E,716.8,"1,E",3,",,,E",,,-7.25,"2,E",-1.53,"1,,,E",-12.97,"1,,,E",,,,
GLW00016504,1988/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",3,",E",3,",E",0,",E",,,,,1,"1,E",16,"1,E",7,"1,E",0,"1,E",0,"1,E",,,,,-18.2,"1,E,05,",,,,,12.7,",,E,03,",19.3,"1,E,16,",7713.2,E,429.4,"1,E",22.6,",,,E",,,3.57,"2,E",9.09,"1,,,E",-1.95,"1,,,E",,,,
GLW00016504,1988/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",8,",E",5,",E",0,",E",,,,,0,"1,E",4,"1,E",0,"2,E",1,"2,E",0,"2,E",,,,,-0.7,"1,E,21,",,,,,20.5,",,E,10,",23.1,"2,E,09,",8021.4,E,308.2,"2,E",43.8,",,,E",,,7.29,"2,E",12.12,"2,,,E",2.47,"1,,,E",,,,
GLW00016504,1988/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,",E",4,",E",3,",E",0,",E",,,,,0,",E",0,",E",0,",E",0,",E",0,",E",,,,,3.1,",E,08,",,,,,4,",,E,06,",20.3,",E,05,",208.7,E,208.7,",E",10.7,",,,E",,,11.6,",E",17.89,",,,E",5.31,",,,E",,,,
GLW00016504,1988/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"2,E",4,",E",4,",E",0,",E",,,,,0,",E",3,",E",0,"2,E",0,"2,E",0,"2,E",,,,,-2,",E,26,",,,,,16,",,E,24,",19,"2,E,13,",458.2,E,249.5,"2,E",27.2,",,,E",,,9.77,"2,E",15,"2,,,E",4.54,",,,E",,,,
GLW00016504,1988/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",3,",E",3,",E",0,",E",,,,,0,"1,E",19,"1,E",1,",E",0,",E",0,",E",,,,,-10.1,"1,E,30,",,,,,7.7,",,E,13,",17.4,",E,08,",882.5,E,424.3,",E",16.4,",,,E",,,3.83,"1,E",8.83,",,,E",-1.17,"1,,,E",,,,
GLW00016504,1988/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,E,0,"1,E",4,",E",0,",E",0,",E",,,,,0,",E",26,",E",8,"1,E",0,"1,E",0,"1,E",,,,,-14.6,",E,18,",,,,,2,",,E,07,",10.4,"1,E,20,",1481.3,E,598.8,"1,E",5.6,",,,E",,,-1.74,"1,E",2.63,"1,,,E",-6.1,",,,E",,,,
